N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
36,60,59,red,medium,26.5,55.7,6.9,98.9,kharif,medium,7.6,Western Maharashtra,groundnut
29,60,24,black,medium,25.6,50.0,6.8,51.0,kharif,medium,6.6,Marathwada,tur
88,34,109,alluvial,medium,33.7,34.2,6.5,66.9,zaid,medium,6.9,Khandesh,watermelon
123,93,176,black,medium,33.7,56.5,6.9,60.4,rabi,medium,7.0,Marathwada,grapes
83,55,57,laterite,high,36.8,81.8,4.7,327.5,kharif,high,6.4,Vidarbha,rice
103,75,80,alluvial,high,29.1,36.3,6.4,48.1,zaid,medium,6.8,Khandesh,watermelon
98,25,133,alluvial,high,28.7,47.4,6.8,49.2,zaid,medium,7.2,Khandesh,watermelon
151,66,113,alluvial,low,24.7,44.2,6.5,56.6,rabi,low,7.5,Western Maharashtra,pomegranate
110,62,146,black,medium,34.9,32.6,8.1,51.9,zaid,medium,7.6,Western Maharashtra,pomegranate
106,97,140,red,medium,20.3,67.0,5.5,75.1,rabi,medium,6.7,Western Maharashtra,potato
140,91,117,alluvial,medium,26.9,64.5,5.7,54.9,rabi,medium,6.9,Vidarbha,potato
120,98,115,laterite,medium,13.0,57.6,6.7,77.3,rabi,medium,7.0,Marathwada,grapes
55,64,59,alluvial,medium,21.4,64.6,7.0,67.1,kharif,medium,7.4,Khandesh,groundnut
87,42,90,red,high,30.3,55.2,6.7,52.8,zaid,medium,7.3,Western Maharashtra,watermelon
41,70,19,black,medium,33.9,69.0,6.7,87.7,kharif,medium,8.0,Vidarbha,soybean
123,59,97,red,low,31.6,63.4,6.2,137.6,zaid,low,5.8,Konkan,mango
85,31,55,red,medium,29.8,83.7,4.6,215.2,zaid,medium,6.2,Konkan,cashew
68,45,53,black,medium,32.8,55.1,7.1,70.0,kharif,medium,6.2,Marathwada,soybean
58,29,16,laterite,low,31.9,62.5,7.0,54.1,kharif,low,6.7,Khandesh,bajra
35,49,38,red,medium,27.9,54.6,7.0,95.3,kharif,medium,6.6,Khandesh,groundnut
117,42,77,red,medium,21.5,56.7,6.9,44.8,zaid,medium,6.4,Western Maharashtra,watermelon
129,82,164,laterite,medium,40.0,42.0,7.8,70.5,rabi,medium,6.7,Marathwada,grapes
120,51,16,red,low,24.2,61.8,7.1,46.6,kharif,medium,6.9,Marathwada,cotton
173,121,126,black,medium,29.9,72.4,7.5,225.5,kharif,high,7.0,Western Maharashtra,sugarcane
113,53,32,black,low,29.1,80.7,7.0,80.7,kharif,medium,7.5,Vidarbha,cotton
112,56,49,black,medium,20.0,57.0,7.3,23.9,rabi,medium,6.6,Western Maharashtra,wheat
73,18,22,red,low,28.7,50.1,6.5,56.6,kharif,low,7.2,Khandesh,bajra
127,76,150,black,low,27.4,32.4,7.7,48.0,zaid,low,7.7,Western Maharashtra,pomegranate
39,65,25,red,medium,25.8,50.2,6.6,81.0,kharif,medium,7.6,Vidarbha,tur
92,28,48,black,medium,19.7,55.2,6.3,38.3,rabi,medium,7.2,Western Maharashtra,wheat
111,62,167,red,medium,24.5,73.0,5.9,70.5,rabi,medium,7.4,Vidarbha,potato
49,43,42,black,medium,29.2,60.5,6.9,82.8,kharif,medium,6.5,Marathwada,soybean
141,82,125,black,medium,37.9,89.6,6.4,242.7,rabi,high,7.0,Marathwada,sugarcane
106,40,132,laterite,medium,27.4,42.0,6.8,48.2,rabi,medium,7.0,Western Maharashtra,grapes
45,47,50,red,medium,25.0,52.8,6.5,67.2,kharif,medium,7.6,Western Maharashtra,groundnut
20,46,28,red,low,26.9,48.3,6.2,98.8,kharif,medium,6.3,Vidarbha,tur
116,70,84,black,medium,21.7,59.1,6.0,89.5,rabi,medium,6.7,Vidarbha,orange
188,94,81,alluvial,medium,32.2,67.0,6.5,259.6,kharif,high,6.8,Western Maharashtra,sugarcane
109,51,45,laterite,high,34.1,83.4,5.7,272.9,kharif,high,7.1,Vidarbha,rice
175,99,95,black,high,29.7,75.1,7.3,162.6,rabi,high,6.8,Marathwada,sugarcane
39,55,63,red,medium,24.1,48.3,5.8,102.2,kharif,medium,6.8,Western Maharashtra,groundnut
110,99,110,black,medium,32.9,95.1,7.0,157.2,rabi,high,6.8,Marathwada,sugarcane
75,39,66,red,medium,27.6,83.0,5.8,216.3,zaid,low,5.7,Konkan,cashew
89,61,100,red,low,31.7,85.5,5.8,220.4,zaid,medium,5.4,Western Maharashtra,mango
106,79,154,alluvial,medium,14.2,69.5,5.4,50.7,rabi,medium,6.1,Western Maharashtra,potato
96,76,125,alluvial,medium,22.1,68.4,5.3,83.8,rabi,medium,6.4,Western Maharashtra,potato
85,31,110,red,high,20.0,63.0,7.0,36.4,zaid,medium,7.8,Khandesh,watermelon
162,60,108,black,medium,24.7,58.7,6.7,79.0,rabi,medium,5.8,Vidarbha,orange
94,51,30,laterite,high,24.7,90.0,5.9,377.1,kharif,high,6.4,Vidarbha,rice
90,66,115,black,medium,33.5,53.2,6.7,48.7,rabi,medium,7.6,Khandesh,onion
98,69,118,alluvial,medium,21.6,50.2,6.9,85.0,zaid,medium,6.4,Marathwada,tomato
31,75,28,red,medium,22.2,50.7,6.4,51.0,kharif,medium,7.3,Vidarbha,tur
114,67,114,red,medium,22.1,67.6,6.1,91.5,rabi,medium,6.8,Marathwada,tomato
117,52,92,laterite,medium,31.5,77.2,5.5,155.6,zaid,low,6.3,Western Maharashtra,mango
122,54,24,red,medium,24.8,61.3,6.2,99.7,kharif,low,6.8,Khandesh,cotton
145,81,107,black,medium,20.3,40.0,5.5,94.9,rabi,medium,6.9,Vidarbha,orange
123,67,107,red,low,33.3,65.9,5.1,249.5,zaid,low,6.2,Western Maharashtra,mango
67,39,72,red,medium,27.3,88.9,5.7,208.4,zaid,low,5.8,Konkan,cashew
111,53,41,black,low,25.6,53.4,6.4,101.0,kharif,medium,7.2,Marathwada,cotton
101,10,42,black,low,31.5,47.5,7.3,70.8,rabi,medium,6.3,Marathwada,jowar
55,44,44,alluvial,medium,37.0,51.8,6.9,102.7,kharif,medium,7.4,Western Maharashtra,groundnut
114,66,131,red,medium,20.2,45.6,6.5,100.6,kharif,medium,7.1,Western Maharashtra,tomato
25,47,56,red,medium,30.3,40.4,7.0,68.8,kharif,medium,6.8,Western Maharashtra,groundnut
14,68,56,alluvial,medium,30.2,50.4,7.2,111.7,kharif,medium,6.7,Khandesh,groundnut
129,71,125,alluvial,medium,16.0,65.5,7.0,66.5,kharif,medium,6.4,Western Maharashtra,onion
63,76,43,alluvial,medium,24.5,61.4,6.2,59.7,kharif,medium,6.3,Marathwada,soybean
116,68,63,black,medium,18.9,44.8,7.1,32.8,rabi,medium,6.7,Western Maharashtra,wheat
55,60,46,red,medium,20.1,60.1,6.2,51.0,kharif,medium,6.8,Khandesh,groundnut
35,70,56,red,medium,25.4,51.6,6.5,65.1,kharif,medium,7.3,Khandesh,groundnut
53,57,46,black,medium,22.5,49.8,5.9,70.3,kharif,medium,6.4,Vidarbha,soybean
28,44,16,black,low,25.2,52.1,5.8,44.7,kharif,medium,6.6,Marathwada,tur
142,75,94,alluvial,high,36.7,92.0,7.8,182.9,kharif,high,6.1,Western Maharashtra,turmeric
114,26,116,red,medium,31.9,46.4,7.4,42.6,zaid,medium,6.2,Khandesh,watermelon
117,64,98,alluvial,high,22.6,82.3,6.0,144.3,kharif,high,5.8,Western Maharashtra,turmeric
94,48,37,black,medium,24.5,45.9,6.3,54.8,rabi,medium,7.0,Vidarbha,wheat
25,82,41,alluvial,medium,28.8,75.0,6.6,83.4,kharif,medium,6.7,Western Maharashtra,groundnut
21,54,55,red,medium,26.7,52.5,6.1,116.2,kharif,medium,7.0,Western Maharashtra,groundnut
149,78,139,red,low,23.1,49.8,6.8,48.3,rabi,medium,7.4,Khandesh,onion
139,58,102,red,medium,19.7,69.5,5.5,76.7,rabi,medium,6.7,Vidarbha,potato
118,49,102,alluvial,high,29.6,37.1,6.4,58.2,zaid,medium,6.2,Khandesh,watermelon
49,47,41,black,medium,26.8,77.6,6.3,46.3,kharif,medium,7.3,Vidarbha,soybean
110,46,103,red,medium,26.6,69.0,7.0,240.4,zaid,medium,6.7,Western Maharashtra,mango
69,21,45,red,medium,34.3,50.8,6.5,60.1,kharif,low,5.8,Western Maharashtra,jowar
152,44,79,red,medium,24.5,64.9,6.1,54.0,zaid,medium,7.0,Marathwada,tomato
132,88,180,red,medium,20.2,45.6,7.6,54.6,rabi,medium,7.5,Western Maharashtra,grapes
155,90,124,alluvial,medium,33.8,76.6,7.2,223.2,kharif,high,7.5,Western Maharashtra,sugarcane
142,54,65,red,low,15.2,66.2,6.5,84.0,rabi,medium,6.9,Western Maharashtra,onion
101,57,133,red,high,26.0,32.6,6.7,57.0,zaid,medium,6.3,Khandesh,watermelon
188,113,115,black,medium,29.2,82.2,6.7,157.8,kharif,high,7.3,Marathwada,sugarcane
155,87,180,laterite,medium,38.9,47.0,7.3,54.7,rabi,medium,6.8,Western Maharashtra,grapes
166,55,109,alluvial,medium,33.3,77.2,7.1,226.4,kharif,high,7.5,Western Maharashtra,sugarcane
139,95,115,black,high,28.1,80.5,7.1,226.9,kharif,high,6.2,Western Maharashtra,turmeric
100,68,108,black,low,32.7,37.2,7.1,39.4,zaid,medium,7.1,Marathwada,pomegranate
31,70,60,alluvial,medium,24.2,55.9,6.3,56.7,kharif,medium,7.2,Khandesh,groundnut
129,69,51,black,medium,23.9,47.0,7.4,130.8,rabi,medium,6.9,Vidarbha,maize
138,64,114,red,medium,22.6,57.2,7.2,102.3,rabi,medium,7.1,Western Maharashtra,onion
95,54,81,red,high,30.7,51.8,6.4,36.1,zaid,medium,7.1,Western Maharashtra,watermelon
80,50,34,black,high,37.6,74.6,5.7,167.1,kharif,high,7.3,Vidarbha,rice
175,113,123,black,high,33.1,74.3,6.9,120.3,rabi,high,7.4,Marathwada,sugarcane
131,43,64,alluvial,medium,27.6,70.7,6.0,155.3,rabi,medium,6.5,Marathwada,maize
97,59,96,black,medium,30.8,31.4,6.3,44.2,rabi,medium,6.6,Western Maharashtra,pomegranate
54,43,37,alluvial,medium,29.6,61.1,7.0,130.0,kharif,medium,6.5,Western Maharashtra,groundnut
126,81,84,red,low,33.4,62.4,6.2,56.0,kharif,medium,7.7,Western Maharashtra,onion
94,60,102,red,low,24.5,95.0,7.7,196.2,zaid,medium,5.9,Konkan,mango
114,72,132,laterite,medium,26.3,46.3,6.2,46.9,rabi,medium,7.7,Marathwada,grapes
116,61,51,alluvial,high,25.5,70.1,6.0,233.5,kharif,high,6.1,Vidarbha,rice
147,59,106,red,medium,29.9,58.0,6.2,116.5,rabi,medium,7.4,Vidarbha,orange
135,47,33,alluvial,medium,26.0,32.1,6.1,46.3,rabi,medium,6.2,Vidarbha,wheat
109,81,46,black,medium,13.4,43.8,6.9,70.0,rabi,medium,6.8,Western Maharashtra,wheat
140,58,96,black,low,19.8,47.6,7.8,76.1,rabi,medium,7.5,Western Maharashtra,onion
88,27,80,red,low,32.0,82.1,5.9,164.3,zaid,medium,5.7,Konkan,cashew
145,64,107,red,medium,29.9,57.7,5.9,87.0,rabi,medium,6.1,Vidarbha,orange
150,94,119,alluvial,high,21.1,73.5,7.1,300.0,kharif,high,6.5,Marathwada,turmeric
71,43,213,laterite,medium,26.6,37.6,7.7,75.5,rabi,medium,6.3,Western Maharashtra,grapes
101,67,45,alluvial,high,25.4,74.8,6.3,312.5,kharif,high,7.0,Konkan,rice
118,87,95,black,medium,29.1,49.8,6.4,99.9,rabi,medium,6.8,Vidarbha,orange
98,64,110,black,medium,24.2,39.6,6.5,52.4,zaid,low,7.4,Western Maharashtra,pomegranate
125,89,60,black,medium,20.7,58.1,6.5,92.0,kharif,medium,7.3,Vidarbha,maize
37,80,35,red,low,33.4,55.2,7.1,89.9,kharif,medium,7.1,Marathwada,tur
60,63,36,alluvial,medium,30.8,58.6,6.7,79.8,kharif,medium,6.2,Western Maharashtra,soybean
110,74,44,black,high,21.1,88.5,7.1,319.5,kharif,high,6.1,Western Maharashtra,rice
119,51,92,black,low,21.8,63.2,7.6,69.1,rabi,medium,7.9,Western Maharashtra,onion
86,59,27,black,high,25.0,79.1,5.6,257.0,kharif,high,6.4,Vidarbha,rice
143,89,118,alluvial,medium,17.5,60.8,5.8,68.0,rabi,medium,7.1,Vidarbha,potato
35,65,24,alluvial,medium,29.9,56.0,6.7,60.7,kharif,medium,6.8,Khandesh,groundnut
114,47,127,red,medium,35.9,47.2,7.2,36.9,zaid,medium,6.6,Western Maharashtra,watermelon
47,63,60,alluvial,medium,27.8,57.1,6.6,83.1,kharif,medium,6.2,Khandesh,groundnut
151,43,109,black,medium,15.6,53.0,7.1,80.7,rabi,medium,7.1,Western Maharashtra,onion
41,44,41,alluvial,medium,25.1,66.2,7.4,66.5,kharif,medium,6.8,Western Maharashtra,soybean
145,82,148,black,medium,35.5,46.6,7.6,46.0,rabi,medium,6.0,Marathwada,grapes
166,71,130,black,medium,25.9,73.1,7.1,239.5,kharif,medium,6.5,Western Maharashtra,turmeric
148,98,92,black,medium,30.9,35.0,6.0,86.5,rabi,medium,6.5,Western Maharashtra,grapes
95,34,62,red,medium,32.5,74.6,4.7,325.7,zaid,low,5.7,Konkan,cashew
24,86,24,red,medium,33.8,36.4,5.6,49.7,kharif,low,6.6,Marathwada,tur
127,80,137,alluvial,medium,20.8,61.4,6.6,157.6,kharif,medium,5.8,Marathwada,turmeric
203,67,139,black,medium,29.0,67.4,7.1,163.9,rabi,high,7.4,Marathwada,sugarcane
107,74,113,black,medium,22.4,48.0,6.4,65.7,rabi,medium,6.9,Western Maharashtra,tomato
56,39,28,black,medium,37.1,38.1,6.8,80.5,kharif,low,6.0,Vidarbha,jowar
105,42,31,black,medium,23.8,67.1,5.7,103.0,kharif,low,7.2,Vidarbha,cotton
97,40,31,black,high,26.2,86.6,6.2,215.7,kharif,high,6.1,Konkan,rice
77,56,55,alluvial,medium,21.7,61.0,5.9,43.8,rabi,medium,6.5,Western Maharashtra,wheat
44,74,27,red,low,28.0,57.2,5.3,55.2,kharif,medium,7.7,Marathwada,tur
135,37,107,black,medium,30.8,32.4,7.0,63.6,rabi,medium,7.2,Marathwada,pomegranate
90,69,98,alluvial,low,23.2,38.9,7.6,61.3,rabi,low,7.3,Western Maharashtra,pomegranate
108,65,44,black,medium,14.3,48.9,7.1,43.9,rabi,medium,7.3,Western Maharashtra,wheat
90,53,67,black,medium,23.8,60.6,6.8,61.3,kharif,medium,7.1,Western Maharashtra,soybean
34,57,24,red,low,27.0,50.1,5.1,36.5,kharif,medium,6.7,Vidarbha,tur
31,80,41,black,medium,31.1,48.2,6.8,98.8,kharif,medium,6.7,Vidarbha,soybean
54,52,42,black,medium,23.1,62.4,6.4,55.3,kharif,medium,6.0,Vidarbha,soybean
89,83,110,alluvial,medium,18.0,59.7,6.1,77.3,rabi,medium,6.9,Western Maharashtra,potato
84,49,33,black,medium,23.5,74.7,6.7,51.5,kharif,medium,7.5,Vidarbha,soybean
100,34,47,black,low,18.7,55.5,7.6,82.6,rabi,low,7.0,Western Maharashtra,jowar
49,58,43,black,medium,28.3,68.8,6.1,81.1,kharif,medium,6.6,Vidarbha,soybean
132,82,75,black,medium,23.4,67.3,6.9,122.1,kharif,medium,6.9,Vidarbha,maize
126,56,144,alluvial,low,36.6,56.4,7.4,43.9,rabi,medium,7.1,Marathwada,pomegranate
50,34,30,laterite,low,37.3,58.1,6.5,67.8,kharif,low,7.1,Khandesh,bajra
111,63,128,alluvial,low,16.3,62.8,6.7,115.0,kharif,medium,7.0,Western Maharashtra,onion
94,43,69,alluvial,high,27.6,82.7,6.2,374.8,kharif,high,6.2,Vidarbha,rice
128,71,78,black,low,30.0,64.7,7.4,59.1,zaid,medium,7.0,Marathwada,pomegranate
134,59,76,laterite,medium,20.7,59.2,6.3,98.4,zaid,medium,6.6,Western Maharashtra,mango
131,79,97,alluvial,medium,24.4,58.3,6.3,78.6,rabi,medium,6.6,Vidarbha,potato
92,54,88,black,low,19.2,60.1,6.5,100.4,kharif,medium,7.5,Western Maharashtra,onion
133,67,162,red,medium,15.0,66.1,5.9,67.3,rabi,medium,6.2,Western Maharashtra,potato
135,43,120,red,medium,27.8,57.4,7.1,66.4,zaid,medium,7.1,Marathwada,tomato
53,74,28,black,medium,26.0,72.0,6.4,80.5,kharif,medium,8.0,Marathwada,soybean
87,68,75,red,low,30.9,58.2,6.4,117.0,zaid,low,7.1,Western Maharashtra,mango
128,44,103,alluvial,high,26.0,51.6,6.4,67.4,zaid,medium,7.7,Western Maharashtra,watermelon
141,26,52,black,medium,22.2,55.4,6.9,58.3,rabi,medium,7.4,Vidarbha,wheat
114,65,93,red,low,27.4,60.6,6.5,40.2,rabi,medium,7.2,Marathwada,pomegranate
88,33,45,alluvial,high,33.0,75.2,5.9,327.8,kharif,high,6.5,Western Maharashtra,rice
57,51,49,alluvial,medium,21.6,70.2,7.3,82.9,kharif,medium,7.0,Vidarbha,soybean
99,55,24,black,medium,17.6,61.2,7.6,60.8,rabi,medium,6.3,Vidarbha,wheat
58,32,33,red,medium,29.3,69.5,6.6,58.5,kharif,low,7.7,Marathwada,jowar
32,47,45,red,medium,24.8,49.2,7.2,75.1,kharif,medium,6.9,Western Maharashtra,groundnut
114,63,103,red,medium,23.0,72.4,5.4,265.5,zaid,medium,6.7,Western Maharashtra,mango
115,44,109,alluvial,medium,33.4,69.2,6.8,54.3,zaid,medium,7.6,Western Maharashtra,watermelon
57,26,57,red,medium,24.4,88.1,5.4,262.8,zaid,low,6.0,Konkan,cashew
103,61,21,black,low,29.3,75.8,7.1,81.5,kharif,medium,6.7,Marathwada,cotton
33,32,29,black,low,22.1,39.0,5.7,50.0,kharif,low,6.3,Vidarbha,tur
94,52,119,laterite,low,31.0,72.5,6.9,290.6,zaid,low,5.9,Konkan,mango
100,74,97,red,medium,36.8,68.2,6.2,131.5,zaid,medium,7.4,Western Maharashtra,mango
175,77,187,black,medium,26.2,51.8,5.8,52.3,rabi,medium,7.4,Western Maharashtra,grapes
130,80,111,black,medium,28.4,56.7,7.1,70.1,rabi,medium,7.0,Marathwada,tomato
111,48,43,alluvial,medium,19.7,49.9,7.2,57.3,rabi,medium,6.2,Vidarbha,wheat
120,68,100,red,medium,34.5,79.2,6.0,259.8,zaid,low,6.4,Western Maharashtra,mango
125,65,138,black,medium,26.9,67.0,7.4,89.2,rabi,medium,6.6,Western Maharashtra,tomato
147,70,156,red,medium,27.6,42.1,6.4,59.2,rabi,medium,7.0,Western Maharashtra,grapes
127,95,138,alluvial,medium,17.1,85.6,5.6,225.5,kharif,high,5.6,Marathwada,turmeric
50,27,24,black,medium,34.3,45.4,6.2,57.1,rabi,medium,7.1,Marathwada,jowar
100,89,179,black,medium,24.0,52.3,7.6,55.4,rabi,medium,7.8,Western Maharashtra,grapes
112,43,98,red,medium,25.0,53.5,7.0,64.9,zaid,medium,6.3,Khandesh,watermelon
100,57,49,laterite,high,29.6,78.1,5.5,320.9,kharif,high,5.9,Vidarbha,rice
104,61,167,alluvial,medium,26.2,68.4,6.1,51.2,rabi,medium,6.8,Vidarbha,potato
100,54,88,black,medium,26.1,66.6,7.3,89.2,rabi,medium,7.3,Western Maharashtra,onion
76,36,27,black,medium,32.5,60.2,6.4,64.7,rabi,medium,6.3,Vidarbha,jowar
48,35,28,laterite,low,34.9,58.7,6.5,52.9,kharif,low,6.4,Marathwada,bajra
161,122,87,black,high,29.1,78.7,7.0,205.0,rabi,high,7.2,Western Maharashtra,sugarcane
111,81,127,black,high,31.1,69.6,5.5,211.5,kharif,medium,6.9,Western Maharashtra,turmeric
63,43,24,red,medium,33.7,34.6,6.3,54.0,rabi,low,6.5,Marathwada,jowar
62,27,13,laterite,low,30.5,48.6,7.2,76.8,kharif,low,6.7,Western Maharashtra,bajra
95,57,65,laterite,high,26.6,76.7,5.0,261.4,kharif,high,6.0,Western Maharashtra,rice
88,46,112,alluvial,medium,31.3,44.2,5.7,49.2,zaid,medium,7.0,Western Maharashtra,watermelon
103,60,27,red,medium,26.0,51.8,7.0,121.1,kharif,medium,6.5,Vidarbha,cotton
21,76,24,black,low,23.3,43.6,5.0,50.2,kharif,medium,6.5,Vidarbha,tur
101,47,50,black,medium,36.8,45.5,6.9,90.8,rabi,low,6.4,Marathwada,jowar
113,66,154,red,medium,19.6,71.5,5.5,80.7,rabi,medium,6.7,Western Maharashtra,potato
151,39,27,red,medium,29.1,61.9,6.1,104.6,kharif,medium,8.2,Marathwada,cotton
133,79,45,black,medium,29.9,46.0,7.0,71.5,rabi,medium,6.8,Western Maharashtra,wheat
97,64,136,alluvial,medium,27.5,46.1,6.7,68.0,rabi,medium,7.2,Western Maharashtra,tomato
83,30,14,red,medium,31.5,40.9,6.5,70.4,kharif,medium,6.5,Western Maharashtra,jowar
136,82,122,red,medium,24.3,67.7,5.5,72.1,rabi,medium,6.3,Vidarbha,potato
171,133,157,alluvial,high,32.1,68.8,6.9,214.1,kharif,high,7.4,Western Maharashtra,sugarcane
44,55,35,black,medium,23.6,67.9,5.9,64.0,kharif,medium,6.9,Western Maharashtra,soybean
29,35,23,laterite,low,33.5,60.0,7.0,64.6,kharif,low,7.7,Khandesh,bajra
70,43,52,laterite,low,34.7,71.2,5.6,240.4,zaid,low,5.9,Konkan,cashew
37,74,29,red,medium,26.5,32.6,6.2,72.4,kharif,medium,7.5,Vidarbha,tur
68,33,24,black,low,33.2,21.8,6.7,32.0,kharif,low,7.0,Marathwada,bajra
73,91,64,alluvial,medium,14.5,57.3,7.7,147.7,rabi,medium,7.0,Vidarbha,maize
73,50,32,black,medium,29.8,54.9,6.5,69.3,rabi,low,7.0,Marathwada,jowar
122,63,101,red,medium,28.5,46.5,6.6,32.4,zaid,medium,6.3,Khandesh,watermelon
166,117,113,black,high,30.4,76.5,6.3,296.9,kharif,high,6.9,Marathwada,sugarcane
123,83,79,red,low,36.4,47.8,6.7,310.0,zaid,low,6.0,Konkan,mango
80,58,142,black,medium,27.4,56.5,7.7,36.4,rabi,medium,6.8,Western Maharashtra,grapes
109,57,41,black,medium,19.7,38.4,7.2,35.0,rabi,medium,6.7,Vidarbha,wheat
76,76,154,alluvial,medium,17.8,80.1,6.1,47.9,rabi,medium,6.4,Western Maharashtra,potato
134,91,131,red,medium,22.9,66.2,5.6,80.2,rabi,medium,7.2,Western Maharashtra,potato
39,48,42,alluvial,medium,22.5,45.9,6.4,82.1,kharif,medium,5.8,Western Maharashtra,groundnut
137,55,122,alluvial,medium,30.7,58.3,6.9,87.6,kharif,medium,7.0,Marathwada,tomato
92,28,27,red,low,27.2,47.7,6.5,39.3,kharif,low,8.0,Marathwada,bajra
86,31,34,red,low,21.0,48.2,7.0,54.4,rabi,medium,6.1,Marathwada,jowar
59,35,51,red,low,33.1,74.4,5.7,303.1,zaid,medium,5.7,Konkan,cashew
98,60,115,alluvial,medium,32.1,59.8,5.8,42.0,zaid,medium,8.2,Khandesh,watermelon
119,58,30,black,medium,31.5,56.7,7.6,125.2,kharif,medium,6.8,Marathwada,cotton
116,73,115,red,medium,24.0,57.0,7.1,98.2,rabi,medium,6.7,Vidarbha,orange
94,68,93,black,low,29.6,39.4,5.8,70.8,zaid,medium,6.8,Western Maharashtra,pomegranate
156,73,172,black,medium,34.7,59.8,7.5,63.4,rabi,medium,6.2,Western Maharashtra,grapes
141,40,106,black,medium,26.1,54.9,6.7,80.2,rabi,medium,7.0,Khandesh,onion
67,32,24,laterite,low,33.6,51.1,7.1,68.5,kharif,low,6.9,Western Maharashtra,bajra
90,53,44,red,low,22.8,84.8,6.2,225.5,zaid,low,6.5,Konkan,cashew
101,29,51,red,low,21.9,95.1,5.7,279.8,zaid,low,5.2,Konkan,cashew
65,36,18,red,medium,30.1,66.5,6.9,94.0,kharif,low,6.7,Vidarbha,jowar
101,37,52,laterite,low,32.1,76.0,5.6,168.3,zaid,medium,5.9,Konkan,cashew
121,92,99,alluvial,medium,18.3,66.5,5.5,65.7,rabi,medium,6.3,Vidarbha,potato
112,35,45,alluvial,high,33.7,75.5,6.6,180.5,kharif,high,6.1,Western Maharashtra,rice
107,43,125,alluvial,high,28.5,53.3,6.7,73.0,zaid,medium,6.6,Khandesh,watermelon
129,63,106,black,medium,23.6,57.2,7.2,79.7,rabi,medium,6.8,Western Maharashtra,onion
131,92,105,alluvial,medium,22.0,67.5,6.8,56.6,zaid,medium,6.9,Western Maharashtra,tomato
55,52,34,black,medium,30.4,36.3,6.6,50.7,kharif,low,6.6,Western Maharashtra,jowar
111,48,114,black,low,36.2,51.6,7.5,45.6,zaid,low,7.5,Western Maharashtra,pomegranate
141,56,109,black,medium,32.9,49.6,6.5,69.4,rabi,medium,6.4,Vidarbha,orange
43,79,67,red,medium,30.0,50.4,7.0,90.0,kharif,medium,7.2,Western Maharashtra,groundnut
128,64,116,red,medium,19.6,49.4,6.2,126.1,rabi,medium,7.0,Vidarbha,orange
124,132,103,black,medium,26.9,84.0,8.2,255.9,rabi,high,7.4,Marathwada,sugarcane
134,70,126,black,medium,26.1,61.2,6.9,63.1,rabi,medium,6.9,Vidarbha,orange
118,65,99,red,medium,13.3,61.8,6.5,107.3,rabi,medium,6.3,Western Maharashtra,onion
106,64,48,black,medium,25.7,62.6,5.6,133.2,rabi,medium,6.6,Vidarbha,maize
71,45,46,black,low,28.3,49.0,6.8,86.9,rabi,low,7.7,Vidarbha,jowar
88,62,126,alluvial,medium,25.7,56.2,6.9,49.0,rabi,medium,6.9,Khandesh,onion
135,52,32,red,low,26.0,57.0,6.5,91.9,kharif,medium,6.8,Marathwada,cotton
69,71,49,black,medium,26.8,61.5,7.1,49.1,kharif,medium,7.4,Vidarbha,soybean
80,60,138,red,medium,32.0,55.7,6.3,52.7,zaid,medium,7.2,Khandesh,watermelon
70,63,119,alluvial,medium,28.0,30.7,6.2,45.3,zaid,low,7.6,Western Maharashtra,pomegranate
163,70,114,black,high,23.6,74.5,5.5,126.9,kharif,high,7.2,Marathwada,turmeric
62,48,93,red,high,27.0,45.4,5.8,65.8,zaid,medium,5.9,Khandesh,watermelon
116,91,91,alluvial,low,29.6,58.0,5.7,89.4,rabi,medium,7.6,Western Maharashtra,onion
62,39,31,black,low,32.1,44.3,6.9,45.3,kharif,low,7.5,Marathwada,bajra
28,57,44,red,medium,22.6,46.5,7.2,64.4,kharif,medium,6.1,Khandesh,groundnut
111,50,50,red,medium,26.0,59.4,6.7,224.0,zaid,medium,6.0,Western Maharashtra,mango
149,48,116,black,medium,29.2,40.8,7.1,91.1,kharif,medium,7.1,Western Maharashtra,onion
149,47,136,black,medium,30.9,43.8,6.2,59.4,rabi,medium,7.0,Vidarbha,orange
149,67,86,black,medium,26.3,62.4,6.6,67.2,kharif,medium,6.8,Khandesh,onion
40,69,54,alluvial,medium,29.1,61.3,7.2,111.6,kharif,medium,6.0,Khandesh,groundnut
136,64,104,black,high,29.4,79.7,6.3,167.3,kharif,medium,5.8,Marathwada,turmeric
117,60,100,red,high,24.5,65.4,6.3,45.6,zaid,medium,8.0,Western Maharashtra,watermelon
137,56,98,red,low,29.9,48.3,6.5,65.7,zaid,low,6.6,Western Maharashtra,pomegranate
38,80,48,red,medium,24.5,62.8,7.2,64.3,kharif,medium,7.7,Western Maharashtra,groundnut
126,69,75,laterite,medium,26.6,78.2,6.2,197.0,zaid,low,6.8,Western Maharashtra,mango
131,77,87,alluvial,medium,23.5,46.9,6.8,108.5,kharif,medium,6.3,Western Maharashtra,tomato
123,69,107,alluvial,medium,29.8,32.7,7.7,36.3,rabi,low,7.3,Marathwada,pomegranate
120,71,142,alluvial,medium,22.3,52.4,5.5,55.4,rabi,medium,6.1,Western Maharashtra,potato
